[205, 258, 292], [205, 258, 269]
[7, 66, 108], [7, 66, 76]
[7, 66, 97], [7, 37, 66]
[7, 66, 97], [7, 66, 76]
[7, 37, 66], [7, 66, 76]
[7, 41, 66], [41, 66, 97]
[7, 41, 66], [41, 66, 76]
[41, 66, 97], [41, 66, 76]
[12, 112, 113], [12, 89, 112]
[12, 112, 113], [12, 112, 243]
[12, 89, 112], [12, 112, 243]
[12, 112, 113], [5, 12, 113]
[12, 112, 113], [12, 113, 197]
[5, 12, 113], [12, 113, 197]
[12, 89, 112], [12, 89, 104]
[12, 89, 112], [12, 89, 106]
[12, 89, 112], [5, 12, 89]
[12, 89, 104], [12, 89, 106]
[12, 89, 104], [5, 12, 89]
[12, 89, 106], [5, 12, 89]
[12, 89, 112], [89, 112, 113]
[12, 89, 112], [6, 89, 112]
[12, 89, 112], [89, 104, 112]
[12, 89, 112], [89, 112, 217]
[12, 89, 112], [89, 112, 216]
[89, 112, 113], [6, 89, 112]
[89, 112, 113], [89, 104, 112]
[89, 112, 113], [89, 112, 217]
[89, 112, 113], [89, 112, 216]
[6, 89, 112], [89, 104, 112]
[6, 89, 112], [89, 112, 217]
[6, 89, 112], [89, 112, 216]
[89, 104, 112], [89, 112, 217]
[89, 104, 112], [89, 112, 216]
[89, 112, 217], [89, 112, 216]
[54, 180, 231], [54, 180, 187]
[54, 180, 231], [53, 54, 180]
[54, 180, 187], [53, 54, 180]
[54, 180, 231], [53, 54, 231]
[54, 180, 231], [49, 180, 231]
[54, 180, 231], [180, 187, 231]
[49, 180, 231], [180, 187, 231]
[16, 70, 127], [16, 17, 127]
[16, 70, 127], [70, 114, 127]
[16, 70, 127], [37, 70, 127]
[16, 70, 127], [70, 77, 127]
[16, 70, 127], [70, 127, 175]
[70, 114, 127], [37, 70, 127]
[70, 114, 127], [70, 77, 127]
[70, 114, 127], [70, 127, 175]
[37, 70, 127], [70, 77, 127]
[37, 70, 127], [70, 127, 175]
[70, 77, 127], [70, 127, 175]
[98, 99, 201], [98, 100, 201]
[265, 272, 281], [166, 265, 272]
[265, 272, 281], [144, 265, 272]
[166, 265, 272], [144, 265, 272]
[265, 272, 281], [265, 281, 322]
[265, 272, 281], [172, 265, 281]
[265, 281, 322], [172, 265, 281]
[265, 272, 281], [172, 272, 281]
[265, 272, 281], [145, 272, 281]
[265, 272, 281], [144, 272, 281]
[265, 272, 281], [272, 281, 305]
[172, 272, 281], [145, 272, 281]
[172, 272, 281], [144, 272, 281]
[172, 272, 281], [272, 281, 305]
[145, 272, 281], [144, 272, 281]
[145, 272, 281], [272, 281, 305]
[144, 272, 281], [272, 281, 305]
[141, 142, 281], [142, 281, 313]
[141, 142, 281], [142, 268, 281]
[141, 142, 281], [142, 281, 293]
[141, 142, 281], [142, 281, 305]
[141, 142, 281], [142, 243, 281]
[141, 142, 281], [142, 172, 281]
[141, 142, 281], [89, 142, 281]
[141, 142, 281], [142, 281, 287]
[142, 281, 313], [142, 268, 281]
[142, 281, 313], [142, 281, 293]
[142, 281, 313], [142, 281, 305]
[142, 281, 313], [142, 243, 281]
[142, 281, 313], [142, 172, 281]
[142, 281, 313], [89, 142, 281]
[142, 281, 313], [142, 281, 287]
[142, 268, 281], [142, 281, 293]
[142, 268, 281], [142, 281, 305]
[142, 268, 281], [142, 243, 281]
[142, 268, 281], [142, 172, 281]
[142, 268, 281], [89, 142, 281]
[142, 268, 281], [142, 281, 287]
[142, 281, 293], [142, 281, 305]
[142, 281, 293], [142, 243, 281]
[142, 281, 293], [142, 172, 281]
[142, 281, 293], [89, 142, 281]
[142, 281, 293], [142, 281, 287]
[142, 281, 305], [142, 243, 281]
[142, 281, 305], [142, 172, 281]
[142, 281, 305], [89, 142, 281]
[142, 281, 305], [142, 281, 287]
[142, 243, 281], [142, 172, 281]
[142, 243, 281], [89, 142, 281]
[142, 243, 281], [142, 281, 287]
[142, 172, 281], [89, 142, 281]
[142, 172, 281], [142, 281, 287]
[89, 142, 281], [142, 281, 287]
[32, 107, 232], [3, 32, 107]
[32, 107, 232], [32, 107, 115]
[32, 107, 232], [32, 107, 114]
[3, 32, 107], [32, 107, 115]
[3, 32, 107], [32, 107, 114]
[32, 107, 115], [32, 107, 114]
[32, 107, 232], [32, 33, 232]
[5, 12, 106], [5, 12, 89]
[5, 12, 106], [5, 12, 113]
[5, 12, 106], [5, 12, 105]
[5, 12, 89], [5, 12, 113]
[5, 12, 89], [5, 12, 105]
[5, 12, 113], [5, 12, 105]
[5, 12, 106], [12, 105, 106]
[5, 12, 106], [12, 13, 106]
[5, 12, 106], [12, 89, 106]
[12, 105, 106], [12, 13, 106]
[12, 105, 106], [12, 89, 106]
[12, 13, 106], [12, 89, 106]
[2, 75, 279], [2, 22, 279]
[2, 75, 279], [1, 2, 279]
[2, 75, 279], [2, 271, 279]
[2, 22, 279], [1, 2, 279]
[2, 22, 279], [2, 271, 279]
[1, 2, 279], [2, 271, 279]
[4, 47, 92], [4, 92, 116]
[4, 47, 92], [4, 92, 97]
[4, 47, 92], [4, 92, 94]
[4, 92, 116], [4, 92, 97]
[4, 92, 116], [4, 92, 94]
[4, 92, 97], [4, 92, 94]
[82, 186, 277], [82, 245, 277]
[82, 186, 277], [82, 238, 277]
[82, 186, 277], [82, 163, 277]
[82, 186, 277], [56, 82, 277]
[82, 245, 277], [82, 238, 277]
[82, 245, 277], [82, 163, 277]
[82, 245, 277], [56, 82, 277]
[82, 238, 277], [82, 163, 277]
[82, 238, 277], [56, 82, 277]
[82, 163, 277], [56, 82, 277]
[7, 8, 37], [7, 37, 127]
[7, 8, 37], [7, 37, 76]
[7, 8, 37], [7, 37, 66]
[7, 37, 127], [7, 37, 76]
[7, 37, 127], [7, 37, 66]
[7, 37, 76], [7, 37, 66]
[7, 8, 37], [8, 37, 70]
[7, 8, 37], [8, 37, 127]
[8, 37, 70], [8, 37, 127]
[58, 77, 127], [58, 77, 175]
[58, 77, 127], [58, 77, 163]
[58, 77, 127], [58, 77, 191]
[58, 77, 127], [58, 77, 277]
[58, 77, 127], [58, 77, 178]
[58, 77, 175], [58, 77, 163]
[58, 77, 175], [58, 77, 191]
[58, 77, 175], [58, 77, 277]
[58, 77, 175], [58, 77, 178]
[58, 77, 163], [58, 77, 191]
[58, 77, 163], [58, 77, 277]
[58, 77, 163], [58, 77, 178]
[58, 77, 191], [58, 77, 277]
[58, 77, 191], [58, 77, 178]
[58, 77, 277], [58, 77, 178]
[1, 22, 155], [1, 22, 171]
[1, 22, 155], [1, 2, 22]
[1, 22, 171], [1, 2, 22]
[115, 176, 302], [115, 176, 206]
[115, 176, 302], [64, 115, 176]
[115, 176, 206], [64, 115, 176]
[115, 176, 302], [64, 115, 302]
[115, 176, 302], [31, 176, 302]
[115, 176, 302], [116, 176, 302]
[115, 176, 302], [176, 178, 302]
[115, 176, 302], [176, 206, 302]
[115, 176, 302], [176, 209, 302]
[31, 176, 302], [116, 176, 302]
[31, 176, 302], [176, 178, 302]
[31, 176, 302], [176, 206, 302]
[31, 176, 302], [176, 209, 302]
[116, 176, 302], [176, 178, 302]
[116, 176, 302], [176, 206, 302]
[116, 176, 302], [176, 209, 302]
[176, 178, 302], [176, 206, 302]
[176, 178, 302], [176, 209, 302]
[176, 206, 302], [176, 209, 302]
[50, 59, 184], [50, 59, 73]
[50, 59, 184], [49, 50, 59]
[50, 59, 73], [49, 50, 59]
[50, 59, 184], [59, 118, 184]
[50, 59, 184], [59, 171, 184]
[59, 118, 184], [59, 171, 184]
[142, 235, 287], [141, 235, 287]
[60, 98, 174], [60, 62, 98]
[60, 98, 174], [60, 98, 173]
[60, 98, 174], [60, 98, 188]
[60, 62, 98], [60, 98, 173]
[60, 62, 98], [60, 98, 188]
[60, 98, 173], [60, 98, 188]
[49, 126, 317], [49, 170, 317]
[287, 292, 301], [11, 287, 292]
[287, 292, 301], [265, 287, 292]
[287, 292, 301], [141, 287, 292]
[11, 287, 292], [265, 287, 292]
[11, 287, 292], [141, 287, 292]
[265, 287, 292], [141, 287, 292]
[287, 292, 301], [141, 287, 301]
[287, 292, 301], [142, 287, 301]
[287, 292, 301], [172, 287, 301]
[141, 287, 301], [142, 287, 301]
[141, 287, 301], [172, 287, 301]
[142, 287, 301], [172, 287, 301]
[287, 292, 301], [292, 301, 305]
[287, 292, 301], [217, 292, 301]
[287, 292, 301], [285, 292, 301]
[292, 301, 305], [217, 292, 301]
[292, 301, 305], [285, 292, 301]
[217, 292, 301], [285, 292, 301]
[101, 163, 221], [101, 163, 186]
[22, 49, 187], [21, 22, 187]
[22, 49, 187], [22, 187, 274]
[21, 22, 187], [22, 187, 274]
[22, 49, 187], [49, 187, 196]
[22, 49, 187], [49, 73, 187]
[22, 49, 187], [49, 171, 187]
[22, 49, 187], [49, 174, 187]
[22, 49, 187], [49, 50, 187]
[22, 49, 187], [49, 170, 187]
[22, 49, 187], [49, 187, 231]
[22, 49, 187], [49, 95, 187]
[49, 187, 196], [49, 73, 187]
[49, 187, 196], [49, 171, 187]
[49, 187, 196], [49, 174, 187]
[49, 187, 196], [49, 50, 187]
[49, 187, 196], [49, 170, 187]
[49, 187, 196], [49, 187, 231]
[49, 187, 196], [49, 95, 187]
[49, 73, 187], [49, 171, 187]
[49, 73, 187], [49, 174, 187]
[49, 73, 187], [49, 50, 187]
[49, 73, 187], [49, 170, 187]
[49, 73, 187], [49, 187, 231]
[49, 73, 187], [49, 95, 187]
[49, 171, 187], [49, 174, 187]
[49, 171, 187], [49, 50, 187]
[49, 171, 187], [49, 170, 187]
[49, 171, 187], [49, 187, 231]
[49, 171, 187], [49, 95, 187]
[49, 174, 187], [49, 50, 187]
[49, 174, 187], [49, 170, 187]
[49, 174, 187], [49, 187, 231]
[49, 174, 187], [49, 95, 187]
[49, 50, 187], [49, 170, 187]
[49, 50, 187], [49, 187, 231]
[49, 50, 187], [49, 95, 187]
[49, 170, 187], [49, 187, 231]
[49, 170, 187], [49, 95, 187]
[49, 187, 231], [49, 95, 187]
[5, 113, 134], [5, 19, 113]
[5, 113, 134], [5, 113, 259]
[5, 113, 134], [5, 113, 216]
[5, 113, 134], [5, 18, 113]
[5, 113, 134], [5, 12, 113]
[5, 19, 113], [5, 113, 259]
[5, 19, 113], [5, 113, 216]
[5, 19, 113], [5, 18, 113]
[5, 19, 113], [5, 12, 113]
[5, 113, 259], [5, 113, 216]
[5, 113, 259], [5, 18, 113]
[5, 113, 259], [5, 12, 113]
[5, 113, 216], [5, 18, 113]
[5, 113, 216], [5, 12, 113]
[5, 18, 113], [5, 12, 113]
[5, 113, 134], [5, 90, 134]
[5, 113, 134], [112, 113, 134]
[5, 113, 134], [113, 134, 259]
[5, 113, 134], [89, 113, 134]
[112, 113, 134], [113, 134, 259]
[112, 113, 134], [89, 113, 134]
[113, 134, 259], [89, 113, 134]
[126, 177, 317], [174, 177, 317]
[126, 177, 317], [107, 177, 317]
[126, 177, 317], [170, 177, 317]
[126, 177, 317], [100, 177, 317]
[126, 177, 317], [177, 188, 317]
[126, 177, 317], [177, 317, 320]
[126, 177, 317], [177, 187, 317]
[174, 177, 317], [107, 177, 317]
[174, 177, 317], [170, 177, 317]
[174, 177, 317], [100, 177, 317]
[174, 177, 317], [177, 188, 317]
[174, 177, 317], [177, 317, 320]
[174, 177, 317], [177, 187, 317]
[107, 177, 317], [170, 177, 317]
[107, 177, 317], [100, 177, 317]
[107, 177, 317], [177, 188, 317]
[107, 177, 317], [177, 317, 320]
[107, 177, 317], [177, 187, 317]
[170, 177, 317], [100, 177, 317]
[170, 177, 317], [177, 188, 317]
[170, 177, 317], [177, 317, 320]
[170, 177, 317], [177, 187, 317]
[100, 177, 317], [177, 188, 317]
[100, 177, 317], [177, 317, 320]
[100, 177, 317], [177, 187, 317]
[177, 188, 317], [177, 317, 320]
[177, 188, 317], [177, 187, 317]
[177, 317, 320], [177, 187, 317]
[184, 202, 205], [202, 205, 291]
[184, 202, 205], [141, 202, 205]
[184, 202, 205], [202, 205, 258]
[184, 202, 205], [202, 205, 265]
[184, 202, 205], [172, 202, 205]
[184, 202, 205], [159, 202, 205]
[202, 205, 291], [141, 202, 205]
[202, 205, 291], [202, 205, 258]
[202, 205, 291], [202, 205, 265]
[202, 205, 291], [172, 202, 205]
[202, 205, 291], [159, 202, 205]
[141, 202, 205], [202, 205, 258]
[141, 202, 205], [202, 205, 265]
[141, 202, 205], [172, 202, 205]
[141, 202, 205], [159, 202, 205]
[202, 205, 258], [202, 205, 265]
[202, 205, 258], [172, 202, 205]
[202, 205, 258], [159, 202, 205]
[202, 205, 265], [172, 202, 205]
[202, 205, 265], [159, 202, 205]
[172, 202, 205], [159, 202, 205]
[108, 178, 206], [108, 176, 206]
[108, 178, 206], [107, 108, 206]
[108, 176, 206], [107, 108, 206]
[108, 178, 206], [178, 206, 302]
[108, 178, 206], [31, 178, 206]
[108, 178, 206], [178, 206, 209]
[108, 178, 206], [176, 178, 206]
[178, 206, 302], [31, 178, 206]
[178, 206, 302], [178, 206, 209]
[178, 206, 302], [176, 178, 206]
[31, 178, 206], [178, 206, 209]
[31, 178, 206], [176, 178, 206]
[178, 206, 209], [176, 178, 206]
[77, 127, 175], [77, 163, 175]
[77, 127, 175], [58, 77, 175]
[77, 127, 175], [77, 175, 181]
[77, 163, 175], [58, 77, 175]
[77, 163, 175], [77, 175, 181]
[58, 77, 175], [77, 175, 181]
[141, 142, 301], [141, 301, 307]
[141, 142, 301], [141, 287, 301]
[141, 301, 307], [141, 287, 301]
[141, 142, 301], [142, 301, 313]
[141, 142, 301], [142, 287, 301]
[142, 301, 313], [142, 287, 301]
[31, 116, 178], [31, 116, 176]
[31, 116, 178], [31, 116, 302]
[31, 116, 176], [31, 116, 302]
[31, 116, 178], [116, 178, 302]
[31, 116, 178], [116, 176, 178]
[116, 178, 302], [116, 176, 178]
[21, 155, 318], [21, 318, 323]
[21, 155, 318], [27, 155, 318]
[21, 155, 318], [22, 155, 318]
[27, 155, 318], [22, 155, 318]
[115, 176, 206], [31, 176, 206]
[115, 176, 206], [176, 206, 302]
[115, 176, 206], [108, 176, 206]
[115, 176, 206], [176, 178, 206]
[115, 176, 206], [176, 206, 209]
[31, 176, 206], [176, 206, 302]
[31, 176, 206], [108, 176, 206]
[31, 176, 206], [176, 178, 206]
[31, 176, 206], [176, 206, 209]
[176, 206, 302], [108, 176, 206]
[176, 206, 302], [176, 178, 206]
[176, 206, 302], [176, 206, 209]
[108, 176, 206], [176, 178, 206]
[108, 176, 206], [176, 206, 209]
[176, 178, 206], [176, 206, 209]
[88, 238, 261], [88, 232, 261]
[88, 238, 261], [88, 239, 261]
[88, 232, 261], [88, 239, 261]
[88, 238, 261], [238, 239, 261]
[13, 259, 262], [13, 18, 262]
[13, 259, 262], [13, 222, 262]
[13, 259, 262], [13, 226, 262]
[13, 18, 262], [13, 222, 262]
[13, 18, 262], [13, 226, 262]
[13, 222, 262], [13, 226, 262]
[13, 259, 262], [18, 259, 262]
[13, 259, 262], [45, 259, 262]
[18, 259, 262], [45, 259, 262]
[77, 78, 221], [57, 77, 78]
[77, 78, 221], [77, 78, 79]
[77, 78, 221], [77, 78, 193]
[77, 78, 221], [77, 78, 163]
[77, 78, 221], [77, 78, 84]
[77, 78, 221], [77, 78, 192]
[57, 77, 78], [77, 78, 79]
[57, 77, 78], [77, 78, 193]
[57, 77, 78], [77, 78, 163]
[57, 77, 78], [77, 78, 84]
[57, 77, 78], [77, 78, 192]
[77, 78, 79], [77, 78, 193]
[77, 78, 79], [77, 78, 163]
[77, 78, 79], [77, 78, 84]
[77, 78, 79], [77, 78, 192]
[77, 78, 193], [77, 78, 163]
[77, 78, 193], [77, 78, 84]
[77, 78, 193], [77, 78, 192]
[77, 78, 163], [77, 78, 84]
[77, 78, 163], [77, 78, 192]
[77, 78, 84], [77, 78, 192]
[77, 78, 221], [78, 79, 221]
[77, 78, 221], [78, 221, 309]
[78, 79, 221], [78, 221, 309]
[36, 38, 116], [17, 36, 116]
[66, 85, 92], [66, 85, 108]
[66, 85, 92], [66, 85, 129]
[66, 85, 108], [66, 85, 129]
[66, 85, 92], [66, 92, 108]
[66, 85, 92], [28, 85, 92]
[66, 85, 92], [41, 85, 92]
[66, 85, 92], [76, 85, 92]
[66, 85, 92], [7, 85, 92]
[28, 85, 92], [41, 85, 92]
[28, 85, 92], [76, 85, 92]
[28, 85, 92], [7, 85, 92]
[41, 85, 92], [76, 85, 92]
[41, 85, 92], [7, 85, 92]
[76, 85, 92], [7, 85, 92]
[61, 64, 115], [64, 115, 176]
[61, 64, 115], [64, 115, 116]
[61, 64, 115], [33, 64, 115]
[61, 64, 115], [32, 64, 115]
[61, 64, 115], [64, 115, 117]
[61, 64, 115], [64, 65, 115]
[61, 64, 115], [64, 114, 115]
[61, 64, 115], [64, 115, 302]
[64, 115, 176], [64, 115, 116]
[64, 115, 176], [33, 64, 115]
[64, 115, 176], [32, 64, 115]
[64, 115, 176], [64, 115, 117]
[64, 115, 176], [64, 65, 115]
[64, 115, 176], [64, 114, 115]
[64, 115, 176], [64, 115, 302]
[64, 115, 116], [33, 64, 115]
[64, 115, 116], [32, 64, 115]
[64, 115, 116], [64, 115, 117]
[64, 115, 116], [64, 65, 115]
[64, 115, 116], [64, 114, 115]
[64, 115, 116], [64, 115, 302]
[33, 64, 115], [32, 64, 115]
[33, 64, 115], [64, 115, 117]
[33, 64, 115], [64, 65, 115]
[33, 64, 115], [64, 114, 115]
[33, 64, 115], [64, 115, 302]
[32, 64, 115], [64, 115, 117]
[32, 64, 115], [64, 65, 115]
[32, 64, 115], [64, 114, 115]
[32, 64, 115], [64, 115, 302]
[64, 115, 117], [64, 65, 115]
[64, 115, 117], [64, 114, 115]
[64, 115, 117], [64, 115, 302]
[64, 65, 115], [64, 114, 115]
[64, 65, 115], [64, 115, 302]
[64, 114, 115], [64, 115, 302]
[51, 173, 260], [51, 173, 196]
[51, 173, 260], [51, 73, 173]
[51, 173, 260], [51, 173, 314]
[51, 173, 260], [22, 51, 173]
[51, 173, 196], [51, 73, 173]
[51, 173, 196], [51, 173, 314]
[51, 173, 196], [22, 51, 173]
[51, 73, 173], [51, 173, 314]
[51, 73, 173], [22, 51, 173]
[51, 173, 314], [22, 51, 173]
[51, 173, 260], [51, 196, 260]
[51, 173, 260], [173, 260, 314]
[51, 173, 260], [173, 196, 260]
[173, 260, 314], [173, 196, 260]
[5, 112, 259], [5, 104, 112]
[5, 112, 259], [5, 112, 197]
[5, 112, 259], [5, 112, 216]
[5, 112, 259], [5, 6, 112]
[5, 104, 112], [5, 112, 197]
[5, 104, 112], [5, 112, 216]
[5, 104, 112], [5, 6, 112]
[5, 112, 197], [5, 112, 216]
[5, 112, 197], [5, 6, 112]
[5, 112, 216], [5, 6, 112]
[5, 112, 259], [5, 113, 259]
[5, 112, 259], [5, 216, 259]
[5, 113, 259], [5, 216, 259]
[5, 112, 259], [13, 112, 259]
[172, 272, 281], [172, 268, 281]
[172, 272, 281], [172, 202, 281]
[172, 272, 281], [172, 265, 281]
[172, 272, 281], [89, 172, 281]
[172, 272, 281], [142, 172, 281]
[172, 272, 281], [11, 172, 281]
[172, 268, 281], [172, 202, 281]
[172, 268, 281], [172, 265, 281]
[172, 268, 281], [89, 172, 281]
[172, 268, 281], [142, 172, 281]
[172, 268, 281], [11, 172, 281]
[172, 202, 281], [172, 265, 281]
[172, 202, 281], [89, 172, 281]
[172, 202, 281], [142, 172, 281]
[172, 202, 281], [11, 172, 281]
[172, 265, 281], [89, 172, 281]
[172, 265, 281], [142, 172, 281]
[172, 265, 281], [11, 172, 281]
[89, 172, 281], [142, 172, 281]
[89, 172, 281], [11, 172, 281]
[142, 172, 281], [11, 172, 281]
[215, 234, 256], [203, 215, 234]
[215, 234, 256], [203, 215, 256]
[215, 234, 256], [208, 215, 256]
[203, 215, 256], [208, 215, 256]
[215, 234, 256], [207, 234, 256]
[215, 234, 256], [223, 234, 256]
[207, 234, 256], [223, 234, 256]
[36, 38, 181], [36, 181, 220]
[144, 258, 299], [258, 288, 299]
[144, 258, 299], [258, 299, 305]
[144, 258, 299], [205, 258, 299]
[144, 258, 299], [258, 280, 299]
[258, 288, 299], [258, 299, 305]
[258, 288, 299], [205, 258, 299]
[258, 288, 299], [258, 280, 299]
[258, 299, 305], [205, 258, 299]
[258, 299, 305], [258, 280, 299]
[205, 258, 299], [258, 280, 299]
[6, 112, 219], [6, 18, 219]
[6, 112, 219], [112, 219, 243]
[6, 112, 219], [112, 218, 219]
[6, 112, 219], [112, 134, 219]
[6, 112, 219], [18, 112, 219]
[112, 219, 243], [112, 218, 219]
[112, 219, 243], [112, 134, 219]
[112, 219, 243], [18, 112, 219]
[112, 218, 219], [112, 134, 219]
[112, 218, 219], [18, 112, 219]
[112, 134, 219], [18, 112, 219]
[12, 197, 249], [12, 113, 197]
[12, 197, 249], [113, 197, 249]
[72, 126, 173], [72, 126, 171]
[72, 126, 173], [72, 73, 126]
[72, 126, 171], [72, 73, 126]
[72, 126, 173], [72, 73, 173]
[72, 126, 173], [98, 126, 173]
[72, 126, 173], [126, 170, 173]
[98, 126, 173], [126, 170, 173]
[25, 26, 93], [25, 26, 109]
[25, 26, 93], [25, 26, 71]
[25, 26, 109], [25, 26, 71]
[25, 26, 93], [25, 71, 93]
[25, 26, 93], [25, 40, 93]
[25, 71, 93], [25, 40, 93]
[25, 26, 93], [26, 39, 93]
[6, 139, 321], [138, 139, 321]
[25, 103, 167], [25, 167, 323]
[25, 103, 167], [25, 149, 167]
[25, 103, 167], [25, 152, 167]
[25, 103, 167], [25, 153, 167]
[25, 103, 167], [25, 102, 167]
[25, 167, 323], [25, 149, 167]
[25, 167, 323], [25, 152, 167]
[25, 167, 323], [25, 153, 167]
[25, 167, 323], [25, 102, 167]
[25, 149, 167], [25, 152, 167]
[25, 149, 167], [25, 153, 167]
[25, 149, 167], [25, 102, 167]
[25, 152, 167], [25, 153, 167]
[25, 152, 167], [25, 102, 167]
[25, 153, 167], [25, 102, 167]
[71, 72, 196], [72, 73, 196]
[59, 118, 184], [59, 118, 177]
[59, 118, 184], [49, 59, 118]
[59, 118, 177], [49, 59, 118]
[112, 216, 298], [112, 216, 228]
[112, 216, 298], [112, 216, 262]
[112, 216, 298], [5, 112, 216]
[112, 216, 298], [112, 216, 217]
[112, 216, 298], [6, 112, 216]
[112, 216, 298], [112, 113, 216]
[112, 216, 298], [89, 112, 216]
[112, 216, 228], [112, 216, 262]
[112, 216, 228], [5, 112, 216]
[112, 216, 228], [112, 216, 217]
[112, 216, 228], [6, 112, 216]
[112, 216, 228], [112, 113, 216]
[112, 216, 228], [89, 112, 216]
[112, 216, 262], [5, 112, 216]
[112, 216, 262], [112, 216, 217]
[112, 216, 262], [6, 112, 216]
[112, 216, 262], [112, 113, 216]
[112, 216, 262], [89, 112, 216]
[5, 112, 216], [112, 216, 217]
[5, 112, 216], [6, 112, 216]
[5, 112, 216], [112, 113, 216]
[5, 112, 216], [89, 112, 216]
[112, 216, 217], [6, 112, 216]
[112, 216, 217], [112, 113, 216]
[112, 216, 217], [89, 112, 216]
[6, 112, 216], [112, 113, 216]
[6, 112, 216], [89, 112, 216]
[112, 113, 216], [89, 112, 216]
[112, 216, 298], [112, 113, 298]
[112, 216, 298], [6, 112, 298]
[112, 216, 298], [112, 251, 298]
[112, 113, 298], [6, 112, 298]
[112, 113, 298], [112, 251, 298]
[6, 112, 298], [112, 251, 298]
[112, 216, 298], [6, 216, 298]
[58, 161, 220], [58, 84, 220]
[58, 161, 220], [57, 58, 220]
[58, 84, 220], [57, 58, 220]
[58, 161, 220], [161, 220, 221]
[92, 101, 107], [94, 101, 107]
[92, 101, 107], [85, 101, 107]
[94, 101, 107], [85, 101, 107]
[9, 280, 303], [280, 281, 303]
[272, 285, 301], [136, 272, 285]
[272, 285, 301], [272, 285, 305]
[272, 285, 301], [272, 273, 285]
[136, 272, 285], [272, 285, 305]
[136, 272, 285], [272, 273, 285]
[272, 285, 305], [272, 273, 285]
[272, 285, 301], [144, 272, 301]
[272, 285, 301], [272, 301, 305]
[144, 272, 301], [272, 301, 305]
[272, 285, 301], [285, 292, 301]
[272, 285, 301], [273, 285, 301]
[285, 292, 301], [273, 285, 301]
[212, 229, 243], [134, 212, 229]
[142, 202, 305], [142, 281, 305]
[142, 202, 305], [142, 287, 305]
[142, 202, 305], [9, 142, 305]
[142, 202, 305], [142, 268, 305]
[142, 202, 305], [142, 300, 305]
[142, 202, 305], [142, 272, 305]
[142, 202, 305], [142, 305, 313]
[142, 202, 305], [142, 293, 305]
[142, 202, 305], [136, 142, 305]
[142, 281, 305], [142, 287, 305]
[142, 281, 305], [9, 142, 305]
[142, 281, 305], [142, 268, 305]
[142, 281, 305], [142, 300, 305]
[142, 281, 305], [142, 272, 305]
[142, 281, 305], [142, 305, 313]
[142, 281, 305], [142, 293, 305]
[142, 281, 305], [136, 142, 305]
[142, 287, 305], [9, 142, 305]
[142, 287, 305], [142, 268, 305]
[142, 287, 305], [142, 300, 305]
[142, 287, 305], [142, 272, 305]
[142, 287, 305], [142, 305, 313]
[142, 287, 305], [142, 293, 305]
[142, 287, 305], [136, 142, 305]
[9, 142, 305], [142, 268, 305]
[9, 142, 305], [142, 300, 305]
[9, 142, 305], [142, 272, 305]
[9, 142, 305], [142, 305, 313]
[9, 142, 305], [142, 293, 305]
[9, 142, 305], [136, 142, 305]
[142, 268, 305], [142, 300, 305]
[142, 268, 305], [142, 272, 305]
[142, 268, 305], [142, 305, 313]
[142, 268, 305], [142, 293, 305]
[142, 268, 305], [136, 142, 305]
[142, 300, 305], [142, 272, 305]
[142, 300, 305], [142, 305, 313]
[142, 300, 305], [142, 293, 305]
[142, 300, 305], [136, 142, 305]
[142, 272, 305], [142, 305, 313]
[142, 272, 305], [142, 293, 305]
[142, 272, 305], [136, 142, 305]
[142, 305, 313], [142, 293, 305]
[142, 305, 313], [136, 142, 305]
[142, 293, 305], [136, 142, 305]
[145, 166, 305], [145, 269, 305]
[17, 138, 198], [138, 161, 198]
[17, 138, 198], [138, 139, 198]
[17, 138, 198], [138, 198, 262]
[138, 161, 198], [138, 139, 198]
[138, 161, 198], [138, 198, 262]
[138, 139, 198], [138, 198, 262]
[13, 107, 108], [13, 47, 107]
[13, 107, 108], [13, 78, 108]
[13, 107, 108], [13, 108, 259]
[13, 78, 108], [13, 108, 259]
[175, 261, 302], [175, 239, 261]
[175, 261, 302], [83, 175, 302]
[75, 155, 167], [75, 152, 167]
[75, 155, 167], [75, 149, 167]
[75, 152, 167], [75, 149, 167]
[28, 76, 85], [41, 76, 85]
[28, 76, 85], [76, 85, 91]
[28, 76, 85], [29, 76, 85]
[28, 76, 85], [76, 85, 94]
[28, 76, 85], [76, 85, 92]
[28, 76, 85], [47, 76, 85]
[28, 76, 85], [7, 76, 85]
[41, 76, 85], [76, 85, 91]
[41, 76, 85], [29, 76, 85]
[41, 76, 85], [76, 85, 94]
[41, 76, 85], [76, 85, 92]
[41, 76, 85], [47, 76, 85]
[41, 76, 85], [7, 76, 85]
[76, 85, 91], [29, 76, 85]
[76, 85, 91], [76, 85, 94]
[76, 85, 91], [76, 85, 92]
[76, 85, 91], [47, 76, 85]
[76, 85, 91], [7, 76, 85]
[29, 76, 85], [76, 85, 94]
[29, 76, 85], [76, 85, 92]
[29, 76, 85], [47, 76, 85]
[29, 76, 85], [7, 76, 85]
[76, 85, 94], [76, 85, 92]
[76, 85, 94], [47, 76, 85]
[76, 85, 94], [7, 76, 85]
[76, 85, 92], [47, 76, 85]
[76, 85, 92], [7, 76, 85]
[47, 76, 85], [7, 76, 85]
[14, 15, 135], [14, 15, 312]
[14, 15, 135], [14, 15, 43]
[14, 15, 312], [14, 15, 43]
